iter	MultiClass
150	0.3280734357
151	0.3280060779
152	0.3279767501
153	0.3279558135
154	0.3279274827
155	0.327873709
156	0.3278117289
157	0.3277731454
158	0.3277380358
159	0.3277015017
160	0.327661546
161	0.3276190635
162	0.3275704684
163	0.3275314527
164	0.3274919342
165	0.3274596794
166	0.3274322336
167	0.3273955511
168	0.327369364
169	0.3273247296
170	0.3272742642
171	0.3272505684
172	0.327210814
173	0.3271937048
174	0.327143461
175	0.3271055264
176	0.3270696078
177	0.3270288473
178	0.3269809116
179	0.326933901
180	0.3269112966
181	0.3268719369
182	0.3268413187
183	0.3268163994
184	0.3267681518
185	0.32672481
186	0.3266951566
187	0.3266722142
188	0.3266495134
189	0.3266152979
190	0.3265808327
191	0.3265549416
192	0.3265186577
193	0.3264861299
194	0.3264620276
195	0.3264390737
196	0.3264111889
197	0.3263863678
198	0.3263462592
199	0.3263226711
200	0.326289859
201	0.326257837
202	0.3262094914
203	0.3261822703
204	0.3261572621
205	0.3261300751
206	0.326103747
207	0.3260792126
208	0.3260489357
209	0.3260170829
210	0.32597998
211	0.3259407245
212	0.3259053381
213	0.325885894
214	0.3258641537
215	0.3258376709
216	0.32580657
217	0.3257785752
218	0.3257408134
219	0.3257092086
220	0.3256834823
221	0.3256662729
222	0.3256401481
223	0.3256030532
224	0.3255640044
225	0.325525807
226	0.3255034552
227	0.3254798695
228	0.3254575195
229	0.3254060265
230	0.3253837722
231	0.3253640215
232	0.3253502049
233	0.3253259388
234	0.3253031561
235	0.3252791202
236	0.3252495167
237	0.3252305916
238	0.3251961824
239	0.3251622307
240	0.3251373224
241	0.3251131011
242	0.325086458
243	0.3250721106
244	0.3250320949
245	0.3250161362
246	0.324989301
247	0.3249628119
248	0.3249369733
249	0.3249113596
250	0.3248822559
251	0.3248640849
252	0.3248421054
253	0.3248187141
254	0.3247991463
255	0.3247671745
256	0.3247420768
257	0.3247014003
258	0.3246745105
259	0.324650338
260	0.3246228542
261	0.3245987897
262	0.3245706799
263	0.3245520094
264	0.324526642
265	0.3244990359
266	0.3244837656
267	0.324457192
268	0.3244294636
269	0.3244186886
270	0.3244061884
271	0.3243931168
272	0.324370237
273	0.3243368
274	0.3243130695
275	0.3242971109
276	0.3242742635
277	0.3242543038
278	0.324234187
279	0.3242115515
280	0.3241920933
281	0.3241546793
282	0.3241379167
283	0.3241185576
284	0.3240879142
285	0.324065334
286	0.3240386284
287	0.324007572
288	0.3239980266
289	0.3239890939
290	0.323974679
291	0.3239534086
292	0.3239274857
293	0.3239140552
294	0.3238948815
295	0.3238742274
296	0.3238545022
297	0.3238309751
298	0.3238089205
299	0.3237938535
300	0.3237643076
301	0.3237411328
302	0.3237131491
303	0.3236844504
304	0.3236696609
305	0.3236488457
306	0.3236285472
307	0.3236104636
308	0.3235865454
309	0.3235750252
310	0.3235622076
311	0.3235396373
312	0.3235249363
313	0.323505652
314	0.3234882316
315	0.3234638335
316	0.3234392886
317	0.3234235738
318	0.3234088003
319	0.3233973442
320	0.3233729333
321	0.3233517902
322	0.3233225131
323	0.3233014716
324	0.3232859053
325	0.3232633478
326	0.3232360692
327	0.3232122172
328	0.3231997949
329	0.3231703382
330	0.3231572706
331	0.323136001
332	0.3231248502
333	0.3231111791
334	0.323098744
335	0.3230886839
336	0.3230729227
337	0.323067511
338	0.3230520829
339	0.3230346874
340	0.3230187116
341	0.3229989072
342	0.3229794882
343	0.3229551367
344	0.3229348465
345	0.3229163897
346	0.3229008684
347	0.3228868974
348	0.3228666034
349	0.3228461089
350	0.3228312933
351	0.3228036909
352	0.3227708767
353	0.32275009
354	0.3227309983
355	0.3227122519
356	0.3226967631
357	0.3226840373
358	0.322668364
359	0.3226599964
360	0.3226422051
361	0.3226254892
362	0.3226132726
363	0.3225957306
364	0.3225811876
365	0.3225658678
366	0.3225418048
367	0.3225190135
368	0.3225076574
369	0.3224919388
370	0.3224754566
371	0.3224573326
372	0.3224435225
373	0.3224319615
374	0.3224158612
375	0.3224033419
376	0.3223825468
377	0.3223721111
378	0.322345773
379	0.3223267171
380	0.3223103793
381	0.322292082
382	0.3222768311
383	0.3222618722
384	0.3222457223
385	0.3222325895
386	0.3222124167
387	0.3221958397
388	0.3221802649
